"","1","2","3","4","5","6","7","8","9"
"024095788",17,16,10,15,8,21,4,17,2
"024114704",59,25,16,28,16,8,11,10,18
"024124653",64,23,14,19,25,26,6,8,6
"024124661",90,34,50,33,25,21,16,30,18
"024135774",30,37,28,13,12,7,5,6,13
"024145252",52,33,20,19,13,10,0,12,6
"024171597",13,29,57,5,7,3,2,4,1
"024187130",670,350,274,213,161,107,96,96,61
"024194234",120,32,172,38,52,18,14,7,15
"024199668",302,141,103,75,50,42,53,26,19
"024212375",3769,3115,2299,1618,2120,1237,945,735,731
"024215048",120,88,52,53,33,23,30,20,35
"024218299",511,271,214,167,128,112,124,90,91
"024218935",28,9,24,14,6,17,14,10,10
"024223232",38,26,14,19,18,12,12,7,13
"024234004",306,124,168,67,129,119,99,71,71
"024241036",43,8,12,6,6,11,4,3,9
"024249146",1402,974,729,595,547,358,410,291,319
"024264129",155,75,53,48,34,34,29,28,22
"024266400",1300,530,180,95,82,15,39,28,55
"024268575",7,49,43,34,23,13,11,8,6
"024269623",94,68,56,59,48,42,36,21,23
"024275067",55,22,18,16,12,7,12,2,5
"024280609",64,81,38,49,17,30,19,13,25
"024281115",35,31,7,14,10,10,16,10,7
"024281990",45,37,44,12,9,3,0,5,5
"024288230",73,31,10,49,36,1,0,1,0
"024290947",47,26,16,16,14,7,4,14,3
"024291544",469,233,277,263,202,143,125,96,97
"024292021",60,25,28,24,23,10,6,6,4
"024292732",1416,1100,840,1153,655,357,345,301,309
"024297004",39,42,64,46,41,30,23,3,5
"024317781",52,15,18,12,1,13,3,2,11
"024319188",98,48,45,29,24,17,12,18,8
"024329724",38,14,50,9,11,4,5,3,12
"024355802",110,66,71,57,39,35,32,19,21
"024360521",63,33,24,18,23,6,25,5,15
"024362311",46,12,23,19,10,6,6,4,6
"024363517",52,28,20,19,23,16,14,13,9
"024365926",48,62,20,9,7,4,14,12,3
"024370918",194,72,99,52,83,38,28,32,21
"024375602",3083,1797,1479,1026,828,597,520,466,426
"024386591",56,25,24,16,20,26,18,11,18
"024396442",41,26,12,3,4,12,0,0,2
"024408275",167,114,99,50,93,41,32,49,42
"024418584",36,17,8,11,26,13,6,19,9
"024430225",12,18,8,17,22,27,20,11,6
"024432010",37,12,15,5,3,4,6,12,6
"024459109",85,52,40,36,23,19,17,11,14
"024471666",54,27,26,33,29,20,13,18,11
"024473100",98,61,39,41,40,28,23,30,14
"024473670",40,23,17,8,13,8,8,5,10
"024478492",51,84,77,14,20,33,27,0,4
"024483604",28,39,26,33,9,18,11,11,8
"024491438",26,55,19,24,26,8,15,2,1
"024492860",5927,3444,2701,2104,1683,1505,1158,1102,978
"024493517",309,99,10,8,5,0,4,4,4
"024505455",48,17,13,19,13,22,9,9,8
"024556128",80,26,55,59,40,29,42,22,18
"024574683",79,96,6,23,11,22,39,3,0
"024589251",7203,3288,2684,2294,2077,1745,1547,1272,1101
"024597114",36,44,41,39,23,19,11,12,9
"024598161",33,32,16,24,15,9,6,7,6
"024599201",30,8,43,7,3,18,6,0,5
"024599255",135,12,11,31,11,15,3,26,40
"024604352",1694,763,275,319,310,684,115,200,6
"024612996",27,33,27,13,13,13,17,1,6
"024622409",74,57,59,25,26,29,21,15,5
"024646750",36,42,12,13,13,16,8,17,6
"024659179",30,28,9,10,7,15,9,0,13
"024671414",51,37,41,25,22,15,12,13,11
"024679332",30,16,19,7,7,5,6,6,7
"024700189",73,46,32,48,29,26,26,10,18
"024704892",46,17,18,17,9,4,10,4,16
"024710704",19,7,9,38,18,32,29,11,2
"024719044",66,27,4,8,1,0,1,0,2
"024744083",87,122,189,23,24,6,27,36,6
"024744476",26708,24109,15343,11545,10981,8235,6163,5215,4539
"024750028",5,9,30,38,26,15,15,6,4
"024759524",53,9,17,16,22,29,41,43,31
"024759961",107,86,54,36,28,19,15,11,10
"024767386",94,40,24,27,27,24,15,41,18
"024767634",11,34,80,45,86,51,3,0,1
"024770141",28,30,11,17,9,9,15,3,1
"024775447",59,22,21,20,33,19,16,17,10
"024775638",665,337,205,170,108,142,92,76,128
"024798555",715,373,295,255,198,131,124,112,98
"024819682",33,20,11,25,6,1,4,38,2
"024829988",109,57,75,38,34,33,29,16,19
"024830916",22,39,19,18,6,2,5,5,3
"024851979",200,156,94,93,67,54,40,42,74
"024853348",47,33,39,32,29,22,24,9,11
"024884822",2,67,68,5,26,3,0,0,1
"024889193",57,0,0,294,437,300,130,75,0
"024903288",55,63,7,7,1,9,9,0,2
"024907826",126,89,32,33,8,13,13,17,10
"024921371",28,47,9,9,8,6,7,7,4
"024954518",47,29,53,21,4,13,6,4,2
"024966595",283,187,122,96,83,61,60,67,61
"024967189",38,21,23,13,14,7,8,0,1
"024967957",31,24,13,9,4,11,3,4,5
"024973059",40,11,31,15,7,17,5,7,8
"024978397",147,128,96,83,63,51,50,37,42
"024982166",27,15,16,11,11,11,5,6,4
"024985892",61,41,43,30,27,35,11,10,13
"024988615",478,182,32,99,139,72,128,128,121
"024993271",47,23,23,13,11,7,20,6,9
"025024493",37,15,15,4,18,3,9,2,4
"025025706",9,0,35,142,2,90,103,118,4
"025026001",64,37,34,37,38,9,16,15,0
"025048773",69,72,33,39,19,19,15,8,19
"025069303",41,25,14,20,11,4,4,3,6
"025073123",74,275,256,59,5,0,0,0,0
"025079955",25,27,40,10,7,3,3,3,3
"025080003",28,11,23,4,6,10,19,6,3
"025093696",80,76,37,41,21,7,28,28,17
"025100970",914,634,609,384,267,182,162,159,113
"025110875",22,14,18,11,16,13,12,7,3
"025112181",82,105,74,57,55,35,24,11,30
"025112710",245,130,115,86,100,58,55,57,52
"025115275",57,24,33,29,29,18,19,11,5
"025123063",104,47,49,33,34,15,4,16,22
"025125351",78,69,33,55,19,18,6,5,32
"025131686",291,32,21,46,131,7,19,19,18
"025140109",68,21,11,10,3,3,9,13,24
"025147450",70,35,35,29,13,19,9,10,21
"025164526",253,178,156,82,89,79,63,71,92
"025169087",38,18,11,5,11,0,3,11,5
"025171120",84,57,48,48,30,25,26,20,24
"025172953",229,212,162,63,52,81,106,26,11
"025175444",61,42,26,8,24,4,13,8,10
"025175485",22,56,78,32,20,12,7,4,2
"025177184",65,39,45,29,22,18,21,12,18
"025189338",3419,1597,1674,858,1342,1045,356,378,1273
"025189346",46,50,30,21,11,32,20,13,7
"025191243",101,62,59,29,22,22,13,17,19
"025191276",124,39,45,46,14,43,31,15,18
"025199415",90,77,52,48,32,25,35,8,12
"025205337",342,321,150,141,235,193,67,109,21
"025238655",31,25,16,13,11,22,10,42,8
"025248451",782,465,450,401,266,242,181,162,147
"025252263",22,12,21,21,14,17,25,19,12
"025280400",690,2289,783,532,244,315,145,157,136
"025285425",208,120,126,105,96,83,70,48,69
"025288262",199,100,88,52,76,33,26,41,38
"025293478",74,42,35,11,23,21,11,27,23
"025303731",32,18,14,10,15,4,12,7,9
"025304254",160,137,111,64,35,25,13,41,24
"025305561",39,42,50,19,25,14,20,12,12
"025308011",208,80,62,61,57,43,41,37,30
"025314928",19,47,37,27,32,1,20,6,1
"025320755",216,186,45,129,67,73,30,58,61
"025322157",259,304,101,95,58,61,26,31,16
"025323911",21,22,43,19,0,0,8,0,0
"025332735",31,8,4,1,12,35,21,13,0
"025363057",31,8,29,47,1,42,35,31,0
"025382169",65,42,28,32,33,38,31,18,12
"025382276",75,7,1,3,11,2,1,0,9
"025390386",121,9,7,0,18,4,2,1,2
"025393588",81,34,30,21,22,29,12,17,8
"025397720",70,43,2,38,20,27,15,2,1
"025406906",87,45,7,14,7,8,24,13,11
"025407412",66,35,23,9,18,10,7,5,40
"025425934",64,19,24,23,11,22,18,9,9
"025449161",30,52,15,18,9,9,14,12,12
"025450128",47,44,19,14,20,5,5,8,8
"025451980",131,20,6,6,5,5,0,2,8
"025460908",13950,8716,6197,4653,3772,3235,2831,2454,2297
"025461497",20,24,25,34,2,25,3,10,13
"025469458",103,87,70,76,50,48,21,38,23
"025478371",152,90,93,55,63,41,41,52,33
"025492146",45,1,29,50,0,11,3,0,0
"025497426",41,46,25,21,15,7,5,1,9
"025504309",95,70,38,31,33,31,15,6,19
"025508651",40,14,33,57,17,0,17,0,11
"025540220",102,61,55,30,16,22,23,21,19
"025565649",19,34,33,25,18,12,9,9,6
"025637356",261,121,120,97,134,100,84,43,60
"025640215",523,102,87,70,3,0,3,0,0
"025681164",7073,4776,3494,3332,2652,1449,1321,1295,1051
"025691171",177,143,107,85,63,61,35,24,22
"025696444",1,6,5,11,37,49,0,9,0
"025729828",36,35,0,0,3,56,51,19,2
"025738097",59,36,58,10,21,14,6,25,1
"025750394",115,24,12,10,1,7,9,10,1
"025751884",50,9,3,2,3,1,0,13,28
"025753872",39,38,13,4,4,10,2,1,4
"025761714",185,120,82,68,41,45,39,47,18
"025762725",50,33,34,5,25,28,6,18,7
"025770264",62,40,59,52,46,52,67,40,30
"025778812",1081,712,503,350,241,232,196,106,127
"025781766",160,37,33,19,43,22,20,16,41
"025793282",59,15,13,0,16,0,2,2,3
"025797960",62,36,41,31,32,13,16,18,6
"025835321",37,17,28,16,13,3,18,22,4
"025844138",84,29,37,23,22,6,14,7,14
"025865437",71,52,48,21,29,21,21,16,13
"025882344",22,25,24,9,6,6,0,12,2
"025885120",43,24,17,12,13,6,13,8,1
"025902206",67,37,26,22,13,23,10,12,8
"025921208",258,46,15,23,16,16,13,8,11
"025953518",14,14,13,12,8,17,9,14,4
"025961111",53,14,26,10,12,7,7,10,3
"025973400",726,244,6,4,2,344,3,3,158
"025976572",63,39,46,20,20,13,17,7,11
"025982195",87,23,61,46,4,49,20,25,1
"025986159",110,68,22,94,60,26,26,33,45
"025990537",71,39,40,14,40,19,13,14,4
"025999546",174,75,77,30,28,83,19,16,23
"026001321",177,80,83,40,49,16,11,5,3
"026032268",247,75,114,62,72,80,60,53,83
"026051276",94,42,39,21,11,8,6,7,8
"026069520",57,15,16,23,14,24,11,9,14
"026095914",24,20,4,7,3,33,0,7,6
"026117205",55,6,13,0,8,0,5,32,5
"026118732",115,66,67,50,33,23,27,15,31
"026121066",61,18,5,56,0,9,33,3,11
"026139747",60,28,20,13,12,21,13,11,2
"026142385",35,23,45,10,5,2,1,5,4
"026149398",40,17,23,12,7,13,9,4,3
"026152637",75,20,22,18,19,24,21,10,32
"026154778",60,49,35,71,41,33,26,23,1
"026159157",52,28,37,27,26,10,14,9,10
"026173034",490,294,125,110,116,101,74,93,121
"026204487",308,254,294,200,170,141,101,72,78
"026205562",77,31,57,23,0,84,16,0,10
"026206149",153,111,82,68,41,36,48,39,28
"026246959",292,144,241,229,163,123,88,75,79
"026249487",42,6,4,0,15,10,43,0,17
"026267419",100,79,28,25,22,25,19,17,15
"026268185",15,45,61,63,55,34,32,15,8
"026274584",64,82,67,38,11,6,5,2,3
"026280982",171,7,5,24,32,63,112,2,79
"026286781",8,42,91,77,51,52,31,26,9
"026290670",38,26,14,3,6,4,18,2,2
"026295970",56,25,31,26,11,55,14,0,12
"026306043",666,137,73,3,85,4,3,182,108
"026333799",49,60,68,36,27,14,8,3,12
"026363945",68,33,35,23,30,22,25,10,17
"026365221",77,69,68,44,18,14,10,17,8
"026369587",60,40,22,44,18,47,16,12,11
"026373209",81,35,31,16,41,6,3,8,3
"026377197",59,24,56,8,5,13,0,6,18
"026386180",78,24,14,10,7,25,6,8,19
"026388611",105,91,43,10,14,0,17,18,14
"026405642",0,0,0,0,0,121,0,0,0
"026412346",28,8,17,11,11,10,14,9,15
"026420505",222,45,11,11,22,27,61,61,67
"026424572",880,852,485,508,326,229,147,113,153
"026430645",643,358,172,75,161,170,282,58,50
"026430991",23,29,10,2,21,7,31,3,0
"026487525",31,0,6,3,9,9,8,18,17
"026494158",54,40,48,38,40,25,32,10,22
"026496919",125,123,84,69,43,34,52,34,56
"026499454",64,30,9,19,19,13,14,22,6
"026501069",64,22,9,6,35,12,7,16,7
"026512814",113,130,167,102,77,64,40,39,34
"026513150",721,309,270,247,198,178,147,152,135
"026515283",37,19,28,11,17,14,9,6,6
"026521332",271,197,147,115,82,39,39,36,41
"026531595",218,297,324,102,129,54,110,33,73
"026543926",446,25,146,198,234,305,220,173,138
"026552997",30,12,2,8,9,10,10,16,5
"026572305",72,56,46,19,22,22,16,12,7
"026585112",43,27,77,92,37,19,14,12,1
"026590047",202,27,19,43,57,60,63,50,45
"026595124",250,135,137,99,83,69,67,84,60
"026600770",64,52,25,12,8,10,5,8,7
"026601583",27,17,17,16,11,13,5,5,9
"026603014",23,23,21,5,11,6,13,4,12
"026606744",16,1,6,28,38,12,0,0,2
"026615195",42,11,20,6,15,1,10,7,6
"026615208",112,45,37,56,23,13,14,7,19
"026660381",83,41,12,19,23,14,16,5,2
"026673462",67,37,27,26,10,11,11,7,11
"026696505",38,3,91,74,43,28,23,16,10
"026700786",639,381,468,395,245,205,139,136,103
"026702014",25,43,8,0,12,3,14,0,7
"026705700",73,12,19,26,8,3,3,18,5
"026732255",46,14,10,7,7,8,4,5,5
"026755582",40,7,20,23,11,11,10,6,4
"026763628",58,30,15,25,15,8,2,0,0
"026801469",255,133,93,88,80,84,52,46,31
"026814967",54,48,39,32,30,26,15,12,13
"026820787",488,373,442,332,334,297,166,185,168
"026827621",77,24,11,15,22,9,6,9,4
"026827662",59,44,20,23,32,32,39,15,8
"026833561",99,78,61,9,27,58,19,0,40
"026833868",97,58,45,24,40,15,21,21,10
"026840103",201,138,110,64,60,58,42,43,53
"026879521",51,11,8,12,15,6,5,4,4
"026902705",24,52,74,51,124,3,4,0,6
"026908009",48,32,15,24,13,13,18,8,2
"026911271",147,27,134,145,101,149,111,56,39
"026914374",63,41,52,36,6,4,5,3,1
"026921338",36,8,17,4,3,9,5,10,9
"026930313",41,18,22,10,10,11,9,7,10
"026940445",72,34,22,14,13,10,13,16,15
"026954859",327,184,104,60,55,52,62,35,25
"026965590",64,30,31,26,10,8,11,12,14
"026985012",20,37,12,16,14,12,3,17,5
"027004043",70,38,12,3,8,6,6,17,6
"027004332",64,30,54,55,16,22,14,9,9
"027005180",1405,839,1312,908,652,439,380,320,264
"027005883",51,27,45,27,11,16,18,14,24
"027007293",175,100,78,81,50,42,32,28,25
"027010420",56,43,45,60,31,19,18,3,13
"027012384",266,9,6,25,41,80,76,104,94
"027015080",201,83,273,208,109,42,29,17,24
"027016302",8,117,182,164,103,55,11,10,5
"027022003",61,4,39,36,18,0,5,7,12
"027034487",20,13,21,16,10,11,3,5,5
"027035153",13,13,45,4,2,15,7,8,0
"027037332",63,25,30,27,19,14,17,20,11
"027048024",31,88,15,0,1,1,0,7,4
"027061220",31,20,21,15,14,11,8,8,4
"027062892",90,52,37,8,12,45,12,4,6
"027064831",52,17,4,7,10,6,1,2,9
"027065585",18,4,25,20,28,47,9,8,7
"027067045",69,53,44,30,29,21,17,18,13
"027067664",235,319,149,123,60,50,44,30,31
"027070390",37,32,23,11,10,12,5,11,20
"027071682",16,15,24,18,12,7,6,5,3
"027123954",286,173,259,145,110,89,100,67,51
"027139807",6755,4527,3146,2583,2560,2008,1880,1797,1722
"027157127",323,242,168,103,67,57,105,49,46
"027168809",37,29,6,4,6,8,12,4,2
"027184162",75,47,54,17,18,11,18,21,5
"027188411",60,42,22,18,18,11,8,8,9
"027189542",77,31,39,33,22,34,29,21,15
"027193338",426,251,151,86,112,100,67,56,76
"027197458",54,39,30,26,17,14,9,12,8
"027232720",84,48,15,22,18,16,18,4,25
"027234426",35,23,22,27,15,15,8,9,9
"027236058",12,17,7,36,18,2,3,9,5
"027252860",28,23,19,12,14,14,9,5,6
"027256551",34,20,35,31,11,18,15,7,6
"027284830",36,11,20,44,6,62,17,14,0
"027289516",96,90,67,43,39,26,10,15,5
"027310598",54,29,30,15,16,32,16,7,10
"027354265",42,28,7,38,17,2,41,3,0
"027369730",76,31,19,31,31,25,43,26,18
"027379429",28,30,35,28,8,14,10,7,12
"027382779",63,45,24,28,18,14,13,9,13
"027385517",503,366,207,162,148,117,99,101,100
"027397319",58,31,9,7,9,0,0,0,0
"027398754",169,78,61,34,71,24,21,9,16
"027399831",39,23,5,3,2,10,8,4,6
"027408483",1901,1408,1011,681,512,457,368,251,420
"027408889",704,603,272,246,261,141,154,147,131
"027409056",226,134,280,160,88,86,26,37,37
"027413293",48,22,12,7,5,7,6,6,10
"027420116",23,18,18,11,11,4,14,2,6
"027433705",41,38,13,16,15,15,0,5,5
"027436278",79,39,46,34,29,20,18,15,10
"027442987",113,89,73,57,52,39,38,25,28
"027458009",58,33,2,6,2,2,0,2,2
"027463421",57,24,6,4,5,4,4,3,7
"027464486",239,145,122,87,94,66,48,33,33
"027466291",67,34,29,12,72,40,29,15,17
"027467653",10,66,81,44,29,24,12,14,4
"027468685",18,34,20,21,21,11,6,5,9
"027473040",211,60,26,64,86,136,101,57,120
"027484393",20,16,7,22,10,14,6,0,12
"027487123",98,48,30,30,25,36,21,17,16
"027494884",58,21,6,3,9,5,9,8,9
"027499292",55,28,36,20,12,14,16,4,15
"027506245",170,113,106,86,57,38,39,26,25
"027508670",58,37,38,15,17,16,33,34,5
"027519248",2899,1791,1516,1279,1064,903,726,543,478
"027532357",28,12,4,9,8,13,7,10,12
"027533934",149,311,232,176,95,36,27,18,11
"027534882",217,1,51,48,8,21,33,65,24
"027535215",28,33,18,3,10,5,11,10,3
"027535780",133,65,116,83,72,41,39,36,32
"027539865",11,21,29,17,3,6,1,3,16
"027541754",50,25,7,9,24,8,3,3,9
"027546399",79,7,9,4,9,8,5,7,10
"027547843",196,141,56,91,87,37,31,31,20
"027552215",36,25,12,12,8,5,9,4,4
"027553452",347,165,86,64,43,55,47,54,69
"027566247",99,14,15,12,18,9,27,22,39
"027570456",131,84,67,91,70,43,45,37,29
"027579460",50,100,15,28,16,11,285,7,2
"027586478",81,11,16,14,8,6,2,16,6
"027614008",12,6,95,23,7,7,1,4,3
"027620574",7396,4587,3368,2967,2511,1554,1687,1472,1409
"027633486",31,18,12,17,11,6,2,7,5
"027637818",35,23,21,20,19,13,7,7,5
"027641224",27,31,13,18,12,6,7,7,8
"027665686",44,20,5,10,5,10,11,8,9
"027670913",45,30,8,19,10,9,6,4,13
"027678085",27,18,15,17,12,6,11,11,8
"027679703",21,15,17,25,19,12,8,4,3
"027684042",191,122,73,60,45,45,28,30,23
"027688717",12,28,18,7,5,14,16,0,13
"027695407",210,130,91,36,49,21,27,23,25
"027696590",50,11,7,13,7,0,9,5,1
"027697494",75,57,48,43,34,23,15,20,12
"027706634",68,48,45,18,8,2,3,51,33
"027713734",90,86,66,77,69,18,17,12,5
"027716000",54,30,16,52,35,52,21,9,10
"027724798",4,8,12,40,31,29,11,2,2
"027725118",929,390,410,175,92,59,96,81,27
"027738512",41,8,20,13,28,1,0,3,6
"027739911",60,29,33,16,9,12,9,12,11
"027745082",87,69,67,35,28,28,21,14,17
"027761399",42,17,8,12,9,48,4,9,0
"027773944",20,36,45,36,59,41,32,8,3
"027784359",23,60,63,72,312,41,11,11,44
"027796676",14,18,17,8,26,5,7,8,3
"027796911",55,5,4,23,1,3,0,0,11
"027800528",119,95,54,39,36,30,18,20,35
"027812655",34,20,31,7,11,21,4,7,6
"027822274",60,32,32,36,15,23,23,8,10
"027822563",64,33,36,13,7,8,6,8,8
"027839211",122,97,101,76,66,68,49,53,47
"027852110",38,40,24,8,9,14,18,11,9
"027858588",85,38,40,41,46,26,18,15,16
"027861462",102,71,60,74,32,44,18,19,9
"027873322",39,19,20,18,11,13,8,3,5
"027885057",34,18,12,38,12,3,16,0,3
"027895002",47,42,16,16,27,15,6,6,5
"027899087",67,32,12,25,38,15,7,16,27
"027907521",46,50,47,5,34,34,10,42,16
"027909055",39,11,45,24,27,18,17,3,2
"027931518",44,25,16,20,12,15,5,5,9
"027943661",35,9,50,26,7,3,1,4,7
"027957869",264,140,93,97,58,47,51,41,37
"027963826",51,33,43,16,13,0,9,9,7
"027979207",61,31,23,12,15,11,16,8,0
"028003325",29,23,22,19,3,10,20,8,3
"028018653",44,3,10,19,7,7,33,21,5
"028033322",209,134,103,104,69,49,28,43,48
"028063048",253,170,205,142,100,105,154,116,73
"028100151",47,25,34,16,15,18,10,5,13
"028116184",31,6,26,18,19,22,37,15,8
"028119915",586,386,269,221,180,157,145,108,175
"028130859",50,14,10,16,9,16,28,22,33
"028141182",38,20,22,15,13,7,6,8,12
"028144496",78,62,24,40,24,14,19,8,21
"028146798",126,47,142,107,53,68,62,27,40
"028157118",34,27,18,11,8,6,6,0,4
"028211527",55,29,9,6,6,11,28,6,20
"028217743",335,1092,17,1,59,1,3,53,0
"028228476",314,131,129,116,89,68,76,73,43
"028231165",33,33,22,7,12,18,9,4,10
"028239583",33,36,16,13,16,13,4,6,4
"028256316",318,121,159,153,114,75,50,59,73
"028277036",39,23,40,8,4,5,2,1,9
"028281020",133,35,38,38,79,63,72,29,51
"028309169",200,118,75,54,103,63,52,26,38
"028326965",60,28,34,23,27,21,11,7,12
"028349442",14,55,30,11,18,3,7,2,19
"028363182",115,90,56,63,48,35,28,37,19
"028383094",30,29,33,23,25,18,11,11,10
"028432136",39,16,17,3,16,6,1,1,10
"028432847",231,125,132,119,96,62,54,54,43
"028444839",172,152,111,64,78,80,29,41,18
"028445737",139,186,121,83,54,60,28,13,61
"028449445",72,39,69,47,36,33,21,19,23
"028452035",40,27,16,18,7,7,5,4,9
"028461106",21,45,20,13,1,14,2,10,10
"028464233",9,27,48,13,12,33,8,3,3
"028469235",90,45,44,26,16,12,17,24,9
"028476091",45,24,21,36,22,19,14,6,8
"028476232",729,584,1197,715,461,384,248,172,142
"028484363",245,111,78,79,55,45,87,41,35
"028495005",87,52,35,43,11,12,24,13,34
"028496672",66,44,58,19,53,16,14,25,15
"028498622",68,27,26,31,19,17,15,14,6
"028525582",906,506,511,429,268,339,229,189,188
"028526114",47,34,53,13,1,9,65,3,5
"028527591",128,35,97,55,28,13,0,2,5
"028532153",27,20,23,13,4,5,2,3,3
"028547479",48,38,16,21,12,15,9,15,7
"028561959",7,48,66,0,0,0,0,12,0
"028579803",123,30,59,47,33,34,17,18,9
"028596831",1,79,117,27,12,2,3,3,0
"028612026",106,29,5,13,30,36,21,1,4
"028618585",1092,675,539,416,310,303,298,230,188
"028619588",285,126,153,110,82,79,52,59,27
"028629553",29,16,27,7,12,9,9,3,5
"028648554",60,40,16,29,15,7,23,6,12
"028655181",577,245,166,186,137,124,113,61,47
"028661171",155,113,96,89,44,39,31,32,29
"028685303",350,228,234,163,126,102,86,65,60
"028692150",44,24,14,22,22,18,11,14,25
"028698483",46,29,45,32,1,34,6,4,0
"028702470",93,38,22,17,11,24,21,27,10
"028705302",43,41,20,9,24,7,7,4,6
"028711661",62,36,35,38,24,21,14,20,17
"028740363",274,149,116,107,82,60,48,33,42
"028746717",34,19,17,8,7,15,7,3,8
"028753390",48,26,11,11,9,7,7,5,7
"028757722",36,8,16,11,5,9,9,3,7
"028758290",1330,791,572,426,350,241,250,204,203
"028769888",22,13,15,7,11,11,9,11,7
"028773133",249,123,186,124,91,80,71,55,50
"028774917",113,67,53,34,40,33,30,19,7
"028776060",31,21,21,6,5,0,3,5,20
"028779585",0,46,38,11,5,7,2,1,0
"028781060",893,322,198,179,207,121,126,115,105
"028790699",36,12,18,54,26,41,9,6,3
"028793917",139,81,66,76,54,35,22,29,36
"028797546",163,121,104,62,51,58,42,27,30
"028798775",37,23,35,22,22,16,13,16,8
"028815111",78,88,89,43,11,11,1,10,40
"028832350",69,60,32,27,36,15,17,16,8
"028839897",52,87,0,21,26,26,20,46,8
"028855872",68,23,10,10,6,7,8,10,8
"028856420",62,0,3,11,14,23,36,6,45
"028858483",36,34,11,28,10,0,20,5,5
"028873719",161,100,90,90,61,36,51,40,39
"028883788",169,126,215,94,56,43,48,42,36
"028900439",132,56,24,17,30,5,11,24,8
"028906782",61,44,38,20,14,18,20,17,5
"028913619",170,79,13,51,78,16,13,9,19
"028917297",31,27,9,15,2,3,8,2,7
"028929438",129,57,39,38,45,8,15,28,26
"028937576",58,39,54,23,31,20,33,8,7
"028944671",66,24,26,23,27,21,18,15,14
"028965684",81,44,57,11,11,19,4,26,23
"028967784",39,13,8,21,10,11,12,10,1
"028982416",100,56,35,28,14,18,12,13,11
"028993319",104,74,32,27,25,15,17,10,5
"029006947",196,375,34,6,3,1,0,96,5
"029012593",140,45,55,23,27,31,34,20,31
"029024606",134,6,7,8,4,7,10,31,32
"029032237",43,18,13,18,11,4,1,3,11
"029032513",131,103,59,36,34,38,39,37,27
"029033156",43,12,1,7,10,14,16,16,11
"029036183",40,24,13,11,26,8,9,2,0
"029047446",882,532,421,258,190,185,164,146,104
"029048287",30,24,18,11,7,10,10,5,11
"029053964",33,54,12,28,4,15,9,8,6
"029054434",21,17,23,9,16,10,4,8,1
"029068918",33,37,21,42,15,13,11,6,7
"029095283",500,224,173,57,68,40,58,46,68
"029101912",30,25,9,24,15,6,4,8,0
"029107109",9804,4638,3525,2905,2720,2480,2162,1924,1770
"029111929",152,58,16,24,12,12,16,11,15
"029119013",342,259,129,142,132,50,95,66,50
"029129699",31,14,16,8,13,1,9,5,3
"029139482",128,31,54,58,48,64,43,34,23
"029142577",206,215,123,103,82,61,52,40,31
"029142924",45,70,38,80,10,5,3,6,3
"029143166",24,41,14,21,15,9,14,9,18
"029143583",94,39,22,3,4,21,9,0,4
"029154101",409,92,13,0,0,0,0,0,67
"029164357",95,84,30,37,64,7,14,5,15
"029166717",55,34,26,14,6,14,6,13,11
"029174617",231,38,44,11,33,27,25,11,24
"029174872",43,8,13,18,11,5,2,2,1
"029178001",0,35,121,60,11,5,4,6,4
"029181526",31,27,48,23,21,9,14,5,5
"029187671",49,24,19,26,2,3,30,8,11
"029192031",40,26,9,22,16,8,8,9,5
"029202850",4,18,47,46,28,18,18,16,5
"029205387",32,6,14,14,16,7,2,4,9
"029272973",179,89,89,55,28,49,33,16,34
"029276342",384,70,20,2,39,64,166,3,1
"029279213",52,76,7,9,13,7,7,6,2
"029286150",98,89,47,25,27,14,23,13,20
"029295040",46,31,5,0,22,19,5,4,7
"029303690",44,7,4,3,30,46,32,1,22
"029308145",64,30,25,20,19,16,12,22,11
"029309189",75,53,31,28,31,19,9,15,13
"029326246",232,132,78,93,47,63,24,26,45
"029329294",185,138,103,82,84,27,21,20,38
"029330792",1902,1204,842,500,496,404,333,300,222
"029337465",322,172,105,98,76,86,67,60,45
"029349565",60,50,59,45,20,16,14,18,8
"029351079",149,81,58,46,57,52,33,39,28
"029356110",24,20,19,10,8,10,2,5,10
"029358723",115,88,36,24,32,39,37,22,27
"029362225",268,88,11,26,25,47,105,38,93
"029378346",82,50,41,20,27,10,16,23,31
"029379088",45,16,13,8,12,12,9,6,2
"029379760",38,44,0,17,3,11,0,0,0
"029385536",148,134,133,49,204,33,40,31,24
"029403578",42,15,6,12,15,13,14,5,5
"029447901",0,78,148,107,40,2,1,2,0
"029451945",146,74,50,49,50,28,28,30,27
"029467339",76,24,31,21,22,21,16,8,9
"029469439",33,30,17,5,43,36,42,18,9
"029481207",137,21,56,38,84,110,103,86,59
"029495525",686,371,383,241,243,195,160,136,162
"029519964",610,323,552,382,258,198,173,120,118
"029521239",316,122,52,52,69,32,22,42,44
"029522534",79,40,26,19,13,20,18,14,12
"029526795",150,111,70,61,46,31,62,33,13
"029528346",50,15,3,1,12,35,7,0,1
"029578762",238,193,234,158,97,79,63,50,56
"029593019",44,11,20,7,7,4,10,4,2
"029626280",7,43,129,134,112,78,22,6,5
"029639788",50,16,16,12,7,10,5,2,12
"029640740",281,140,83,83,60,61,39,35,43
"029641784",69,47,31,42,24,9,11,7,17
"029642733",45,40,31,6,7,10,3,3,3
"029652831",58,17,27,38,23,17,14,14,10
"029653706",64,21,18,17,27,15,1,9,9
