"","1","2","3","4","5","6","7","8","9"
"800067894",27,13,29,15,9,14,9,0,9
"800073546",57,32,55,21,36,20,22,18,14
"800075111",199,98,52,47,37,27,40,36,18
"800087541",36,58,15,7,6,9,5,2,9
"800091451",98,22,8,0,10,10,0,6,0
"800097615",492,104,509,65,113,85,111,19,47
"800104036",149,93,60,88,38,32,28,78,22
"800105900",43,22,27,9,7,18,16,10,6
"800111106",67,50,42,19,40,14,25,7,22
"800113573",33,6,5,2,34,0,43,2,8
"800116068",66,24,12,22,5,9,18,3,4
"800116592",224,219,119,102,113,41,61,56,32
"800119534",60,32,27,13,19,11,19,6,5
"800123408",31,17,10,12,14,13,8,8,7
"800127859",226,221,84,74,24,41,27,16,33
"800129827",93,18,2,0,1,0,6,4,8
"800132149",44,15,9,12,6,10,14,2,6
"800132511",57,20,17,10,10,21,11,10,4
"800144128",2477,1972,1570,1103,971,639,630,430,345
"800149767",53,22,12,6,6,18,13,3,1
"800166969",4212,2482,1934,1501,1152,1005,852,716,689
"800172256",11,9,50,11,0,0,5,0,18
"800176430",52,8,5,8,3,13,7,5,8
"800190782",455,165,121,86,72,75,83,54,57
"800197258",22,31,12,3,26,3,5,4,2
"800198905",39,25,22,31,19,23,20,10,10
"800203580",350,167,229,228,86,102,83,114,61
"800210077",99,26,4,4,7,24,9,3,2
"800220415",248,127,36,58,21,37,34,25,34
"800225026",176,74,94,50,60,41,42,37,31
"800245511",23,20,30,8,12,1,13,7,6
"800250073",105,49,29,20,32,41,10,5,23
"800250800",24,8,7,21,10,13,6,10,13
"800264744",802,647,356,277,188,188,168,154,152
"800291499",556,262,217,201,167,143,118,74,80
"800315322",142,83,26,17,29,10,21,9,17
"800316721",694,268,250,194,166,104,125,107,111
"800334430",238,128,44,53,61,50,35,20,22
"800334984",57,32,9,73,9,6,13,8,0
"800343878",447,253,183,131,106,110,50,82,49
"800348265",42,47,7,2,11,13,0,53,9
"800408192",31,26,4,6,24,34,13,1,1
"800411170",17,32,7,21,0,1,10,2,14
"800411352",54,31,5,14,19,13,17,13,8
"800436714",102,51,42,35,34,31,24,15,27
"800441250",198,114,129,107,73,86,63,46,35
"800456217",40,14,15,16,12,11,1,7,5
"800459575",43,22,13,11,43,11,5,8,17
"800461134",141,53,85,69,74,44,39,27,50
"800481025",27,39,7,8,11,2,5,5,7
"800497562",78,125,37,51,51,25,11,11,75
"800498354",60,41,38,15,29,5,3,12,5
"800530649",8,59,26,31,13,12,3,41,38
"800531340",71,90,45,4,14,11,11,13,15
"800532306",38,26,30,28,8,3,2,0,15
"800541141",113,45,26,2,3,8,0,0,0
"800542644",174,83,131,71,82,43,34,26,25
"800547916",29,75,25,22,10,4,10,15,1
"800551041",38,26,35,32,1,8,17,51,42
"800579554",133,63,99,67,12,60,38,15,5
"800603800",130,42,15,24,15,17,19,12,27
"800604196",156,62,60,77,50,25,22,21,17
"800605412",2,0,7,41,50,0,0,0,0
"800607454",2041,1238,1031,755,651,625,474,481,548
"800608643",48,8,5,6,2,7,14,1,11
"800613106",46,15,25,16,13,3,3,5,2
"800700366",59,45,19,29,16,6,16,12,8
"800713849",27,18,15,16,9,12,11,3,8
"800722188",35,26,13,25,16,8,1,7,8
"800741154",64,28,29,21,10,11,9,7,7
"800741196",187,116,159,296,279,217,99,50,20
"800744414",68,16,17,10,6,8,4,2,6
"800748329",800,342,238,222,150,153,132,127,152
"800750155",72,22,23,4,4,4,13,3,2
"800757598",34,5,3,1,14,14,32,6,46
"800765211",27,11,39,27,29,14,15,10,7
"800765786",28,0,12,14,14,20,14,16,18
"800771490",30,21,5,9,8,29,1,13,3
"800772337",100,37,60,14,17,6,24,13,7
"800773983",32,22,19,16,5,10,8,2,2
"800775681",41,22,22,12,21,8,10,15,9
"800843245",14,60,8,16,7,5,2,20,4
"800870719",62,15,22,35,1,0,0,24,6
"800880908",769,77,111,45,85,73,90,26,63
"800884181",183,25,68,19,78,25,15,193,67
"800937067",57,15,20,10,9,1,0,0,8
"800953994",144,53,114,40,27,29,23,13,34
"800965233",32,24,32,1,8,11,29,6,0
"800975443",56,33,20,10,15,12,9,11,6
"800988607",45,29,30,12,8,2,3,2,7
"801017315",44,32,7,6,18,14,10,1,8
"801034299",19,49,49,38,15,25,16,11,6
"801047812",60,19,7,7,31,6,2,6,6
"801065046",175,149,48,76,24,27,10,16,17
"801069121",73,29,24,13,6,16,18,8,14
"801069956",20,20,15,11,29,15,7,0,1
"801109984",178,84,46,29,29,43,14,21,33
"801138389",68,66,10,2,7,5,18,4,19
"801152042",223,146,138,90,92,62,54,44,45
"801153698",41,17,16,15,10,6,3,6,0
"801156118",106,71,76,31,35,22,13,27,15
"801158051",17,33,6,17,7,42,9,2,5
"801162017",83,10,1,7,4,11,21,10,2
"801170598",63,23,85,128,98,57,19,15,19
"801174108",44,20,40,44,24,15,1,15,28
"801184982",37,1,1,2,9,16,22,0,16
"801201653",74,69,39,19,35,16,12,11,19
"801214078",203,145,100,60,40,36,39,52,29
"801217035",71,38,71,50,43,36,27,24,10
"801220265",0,1,19,0,0,0,55,25,0
"801220567",87,48,67,23,15,21,19,22,11
"801223954",42,18,22,9,10,7,8,6,9
"801234225",86,46,41,32,17,15,11,7,9
"801237533",61,28,48,11,28,1,3,16,2
"801237640",45,38,7,21,1,0,0,0,0
"801246828",162,84,67,85,60,58,28,32,41
"801256199",64,30,27,15,95,54,98,0,38
"801259180",281,207,95,98,81,60,42,38,52
"801262473",7,34,27,4,10,20,5,5,4
"801266169",109,81,0,0,0,163,0,0,0
"801269825",47,32,19,11,8,7,0,4,10
"801311077",351,136,119,81,65,100,72,45,85
"801311705",48,19,15,2,3,13,6,4,16
"801314980",31,17,66,22,14,2,5,2,11
"801316613",463,263,266,204,168,119,95,81,96
"801322058",1,64,6,186,5,5,0,0,0
"801326430",97,72,87,67,53,39,32,21,26
"801352712",70,43,67,38,26,9,14,11,9
"801352910",53,37,35,26,11,23,16,15,15
"801355376",54,29,17,17,13,5,9,10,6
"801356044",22,42,14,14,17,9,10,15,0
"801357034",90,122,30,47,7,12,17,2,24
"801358693",27,33,26,7,6,3,1,3,11
"801359832",554,389,275,183,163,116,84,77,192
"801372272",29,39,4,12,4,2,7,3,3
"801392395",108,61,29,42,24,53,71,16,45
"801396966",54,32,11,11,10,4,1,18,10
"801411120",46,19,13,13,12,1,0,0,14
"801419081",46,31,24,13,20,6,6,3,8
"801424404",63,35,19,17,17,4,26,14,10
"801425559",90,72,41,43,23,18,11,10,9
"801429858",18,18,65,8,12,4,3,5,1
"801429866",48,20,13,21,12,12,1,7,7
"801435087",17,20,18,24,13,0,4,3,7
"801436148",102,76,22,40,34,13,20,31,14
"801447595",38,10,15,13,11,11,3,9,8
"801463832",26,13,35,14,2,0,8,8,8
"801464285",141,53,28,38,10,12,18,16,24
"801465506",45,39,34,35,9,10,6,13,5
"801478384",121,56,38,64,15,19,19,24,17
"801481487",73,36,41,29,16,12,23,22,19
"801495425",29,25,12,10,14,23,5,13,2
"801497728",303,117,152,118,92,95,90,89,85
"801498569",696,263,124,50,86,78,51,19,38
"801510983",24,35,11,22,2,4,1,3,9
"801516006",124,62,70,47,54,28,35,25,19
"801517731",62,32,15,12,29,11,24,13,15
"801546219",6,86,2,8,5,3,1,0,0
"801555434",441,2,1,0,2,167,2,0,11
"801562554",74,19,132,1,15,25,15,0,9
"801578881",14,15,22,0,1,23,15,38,22
"801600644",24,38,9,0,2,8,2,13,6
"801608506",99,86,46,60,55,51,35,18,27
"801610742",44,21,1,0,2,1,21,6,7
"801616632",73,177,65,7,24,26,18,19,21
"801619425",115,111,61,71,22,58,26,16,32
"801681818",208,122,87,84,61,61,57,34,31
"801684994",50,52,47,41,18,22,18,8,9
"801687575",26,12,14,19,9,11,7,6,4
"801688409",65,22,21,23,19,12,18,17,13
"801690322",400,216,240,220,166,159,116,99,76
"801690934",303,133,102,114,73,54,45,50,47
"801692054",94,59,40,36,35,29,24,22,15
"801710070",60,46,28,26,17,9,27,10,5
"801728911",48,29,16,11,13,15,9,3,4
"801751939",46,41,16,9,6,10,6,9,1
"801800280",59,28,17,21,15,18,10,10,7
"801801325",34,21,19,5,3,4,28,0,7
"801801721",25,23,13,7,8,7,6,7,14
"801808130",44,36,42,6,8,17,10,5,19
"801824996",32,28,8,8,8,9,6,2,7
"801846395",18,11,9,19,13,20,7,5,5
"801852575",154,101,62,57,33,20,26,21,4
"801875980",412,221,223,176,147,112,131,74,89
"801880709",563,394,370,252,225,151,130,129,106
"801882226",69,49,35,41,39,26,26,26,21
"801882655",535,326,155,170,215,118,88,52,51
"801885047",24,25,3,1,25,6,4,1,11
"801896312",11,10,18,19,20,8,9,2,5
"801918293",203,159,138,100,47,68,41,51,27
"801920166",55,49,47,31,23,20,6,11,5
"801922857",160,67,44,28,36,28,23,15,24
"801927211",52,37,34,10,8,5,6,10,12
"801927492",1562,928,679,587,407,349,302,283,209
"801935982",29,19,17,14,5,12,14,6,4
"801941498",45,34,30,16,5,34,7,37,8
"801941878",114,40,56,50,42,40,30,29,17
"801942579",83,69,59,46,15,17,25,21,30
"801943002",9,27,38,9,2,15,2,1,1
"801957023",589,331,222,213,148,125,128,94,68
"801957981",64,35,49,30,34,21,15,14,13
"801960105",151,66,64,47,61,23,34,18,26
"801962007",16,32,3,31,0,14,1,12,0
"801964466",155,96,42,40,77,19,24,33,16
"801967188",57,38,37,42,28,17,20,13,11
"801970190",85,71,46,56,12,38,40,9,5
"801974445",45,32,20,8,9,2,7,2,8
"801978599",104,145,15,14,12,23,10,79,56
"801990230",179,134,59,49,56,74,52,93,22
"801991451",19,12,9,1,21,12,8,9,11
"801993788",64,20,14,13,0,0,3,25,0
"801995213",0,0,0,34,0,0,0,100,0
"802020248",81,5,3,20,50,2,0,3,0
"802022033",353,141,237,294,243,167,81,87,112
"802027487",23,29,11,21,17,5,11,1,15
"802029157",61,13,2,39,2,5,0,8,4
"802035477",89,57,47,37,29,17,50,62,13
"802036835",91,33,40,39,30,18,27,10,9
"802039326",46,24,29,13,14,11,15,8,7
"802042577",82,7,10,8,3,6,15,7,10
"802043344",70,37,12,39,9,6,16,25,1
"802054742",214,133,136,85,53,50,52,47,51
"802182852",74,47,15,26,43,63,35,7,6
"802191069",50,55,25,8,20,5,0,2,6
"802197967",244,78,78,52,20,16,7,20,11
"802211230",141,28,9,13,6,19,22,13,19
"802239751",546,285,249,180,183,177,122,117,70
"802245746",19,5,77,78,11,5,7,16,1
"802275391",50,32,19,25,20,10,10,14,18
"802277129",57,32,23,18,16,9,12,13,4
"802278036",528,329,311,232,167,159,114,112,81
"802283622",46,27,17,15,13,23,10,5,6
"802313093",38,20,38,23,6,13,0,0,12
"802314120",151,96,4,28,100,7,54,5,106
"802319124",125,41,37,16,20,20,15,30,22
"802325774",43,27,42,15,45,26,16,9,24
"802337436",156,128,94,57,51,4,192,12,37
"802347864",55,3,4,16,9,1,6,11,2
"802408682",20,13,7,27,34,1,11,2,6
"802427807",71,46,36,24,17,4,7,19,10
"802431320",75,29,14,29,16,20,9,17,8
"802455709",58,8,11,7,13,2,2,6,9
"802531475",86,29,29,46,24,22,18,11,17
"802533786",50,15,11,16,14,3,17,5,10
"802577218",238,102,129,109,95,59,32,34,45
"802588785",47,18,15,19,17,20,14,3,6
"802601265",131,41,50,88,100,80,43,26,35
"802602060",290,85,61,33,21,35,31,23,62
"802654475",72,50,27,37,30,9,22,15,24
"802655233",165,89,47,30,49,11,29,23,37
"802683987",22,17,21,14,17,9,11,7,2
"802688242",150,57,54,32,56,33,45,27,8
"802689463",14,0,16,3,10,18,32,4,14
"802692350",106,3,7,12,11,19,18,21,19
"802706200",21,22,18,14,18,5,12,2,7
"802710772",42,21,20,44,2,24,1,9,1
"802711887",215,147,115,85,70,68,51,42,54
"802715925",72,41,19,15,9,20,10,9,6
"802719646",93,26,0,37,0,7,3,9,2
"802745448",254,120,111,56,62,65,54,34,26
"802760579",96,44,46,26,20,28,18,14,12
"802771923",20,15,16,56,35,7,7,16,31
"802782193",219,134,110,85,70,39,51,32,61
"802783522",77,57,50,44,24,31,15,25,9
"802790717",37,16,20,12,14,15,8,3,5
"802835095",26,51,27,9,0,2,8,2,1
"802853544",106,28,18,32,10,0,10,0,12
"802858899",243,118,137,127,81,102,64,54,43
"802864558",33,41,19,18,12,15,10,7,7
"802872044",66,54,41,59,40,17,22,22,14
"802875583",73,36,32,34,19,18,19,20,17
"802875864",131,65,70,78,40,29,26,26,18
"802889258",93,31,27,6,41,21,32,25,3
"802893318",61,23,19,7,11,36,12,10,10
"802894832",171,66,57,40,84,34,28,54,22
"802896290",261,97,44,61,46,45,42,42,84
"802939454",401,327,299,87,98,53,80,167,129
"802950436",43,33,8,23,19,13,9,13,30
"802959291",220,77,83,51,38,34,12,44,21
"802975305",67,48,24,17,6,13,16,10,9
"802975651",51,45,17,27,17,4,25,5,10
"802981928",44,26,12,17,0,0,0,14,6
"802990973",91,35,34,34,19,17,19,17,13
"803027812",62,42,8,29,0,17,17,17,0
"803035633",105,92,29,24,12,25,28,11,26
"803039358",57,12,3,8,15,19,16,18,12
"803039387",43,21,13,9,8,11,7,5,0
"803041466",91,43,38,10,14,4,7,8,36
"803042782",114,23,5,15,9,15,22,11,13
"803047484",345,361,117,58,31,73,39,34,29
"803076934",220,176,84,51,45,26,26,32,44
"803078211",78,17,3,7,20,5,8,3,8
"803089895",41,24,12,17,6,7,12,7,4
"803111384",49,41,36,26,12,9,10,12,7
"803115992",33,89,52,20,30,21,15,12,25
"803130264",51,27,18,22,17,17,6,17,3
"803187939",36,19,11,15,0,11,10,1,8
"803192251",34,34,35,22,16,9,4,6,6
"803194547",64,39,16,9,12,14,15,7,3
"803197995",36,30,23,34,13,18,12,4,5
"803235944",58,44,31,38,32,25,18,14,12
"803238039",25,59,3,0,8,0,12,0,0
"803251974",89,27,27,20,16,9,3,6,6
"803345797",114,54,22,24,14,19,0,24,41
"803347749",7382,5111,3476,1981,1300,1156,1031,967,951
"803364582",23,23,34,0,17,24,23,0,0
"803388649",156,102,91,121,48,41,33,28,34
"803400597",116,45,48,38,28,36,26,10,20
"803406797",905,539,466,386,267,253,218,153,113
"803410724",31,25,4,8,12,8,13,7,2
"803419316",42,28,23,36,18,16,15,18,22
"803421098",94,51,58,52,12,4,23,31,24
"803421965",53,30,18,8,21,12,13,11,13
"803435338",303,162,127,47,89,85,33,127,52
"803437177",205,187,104,25,7,5,38,4,1
"803438493",25,41,6,2,17,1,6,4,1
"803440585",70,31,4,3,1,0,22,8,2
"803443949",321,178,165,142,94,94,82,66,66
"803471119",211,106,99,80,81,42,38,33,38
"803476795",9,2,174,0,1,0,0,0,1
"803481444",50,38,13,17,36,1,7,4,4
"803534833",95,63,14,9,19,21,20,9,6
"803557818",94,91,61,79,31,39,15,42,27
"803591762",59,20,25,15,10,15,8,10,12
"803593495",73,35,41,17,16,16,13,12,17
"803596522",11,31,41,4,0,0,13,3,14
"803603125",410,297,361,251,220,135,113,99,105
"803606388",5,2,26,6,31,11,0,24,24
"803608967",150,164,133,68,28,4,5,4,0
"803632850",28,38,26,10,0,3,11,0,2
"803637875",215,71,121,96,66,54,50,39,39
"803638477",380,190,243,202,145,107,106,75,75
"803638493",100,20,16,28,10,9,12,12,10
"803643881",26,0,0,0,0,4,0,0,73
"803674530",66,44,51,17,12,28,10,19,20
"803676899",18,50,29,3,6,1,13,3,18
"803679778",36,19,14,9,8,2,8,3,11
"803684646",138,75,37,36,36,29,27,43,40
"803689041",99,61,47,40,19,17,22,16,15
"803690247",314,169,169,148,97,74,60,72,68
"803691369",58,48,24,15,21,1,1,1,13
"803702984",27,11,15,9,30,16,4,2,1
"803704154",8,73,21,27,4,5,29,8,4
"803720069",8,32,279,16,0,9,2,0,3
"803721679",122,116,65,33,23,23,22,45,17
"803724301",30,1,45,21,1,7,18,17,19
"803728534",154,108,40,27,26,37,0,46,35
"803733336",101,86,76,75,77,13,23,31,64
"803749329",57,31,29,16,13,8,22,8,6
"803757913",180,25,33,24,26,29,47,69,41
"803764836",128,84,85,53,13,117,45,10,6
"803769173",27,14,16,24,19,8,2,0,11
"803784537",54,24,22,23,21,21,23,12,19
"803834670",127,0,91,126,0,5,1,0,3
"803834811",107,10,46,0,5,2,4,2,3
"803875343",838,947,516,367,317,216,207,170,173
"803878404",170,43,42,11,35,7,13,19,29
"803878453",41,17,8,9,6,5,6,5,3
"803882034",27,145,376,110,13,3,3,1,2
"803882109",314,4,11,2,7,1,57,0,1
"803882299",813,318,278,268,210,187,127,86,351
"803886399",43,48,22,19,19,6,5,11,7
"803898386",158,184,115,97,49,72,74,38,36
"803900237",57477,30945,30343,23775,18607,14797,12107,10465,9393
"803902113",16,29,9,11,19,22,7,0,4
"803906382",26,29,40,17,12,15,5,7,7
"803936819",411,173,233,142,206,74,59,57,74
"803941801",64,36,15,18,10,10,12,10,2
"803959238",37,4,0,40,0,0,0,21,0
"803970987",28,17,6,26,7,13,13,7,7
"803974778",44,28,21,12,3,1,2,7,29
"803986702",63,27,22,13,7,9,5,10,7
"804031123",118,102,59,92,68,22,23,77,30
"804036387",407,279,166,137,106,90,88,84,99
"804074735",19,36,11,14,7,2,4,13,6
"804099450",72,26,18,30,24,17,15,16,13
"804137487",69,26,16,22,13,11,5,15,10
"804175094",69,5,37,27,11,12,5,74,2
"804268113",42,7,25,15,15,22,6,11,5
"804287670",40,58,2,3,4,0,4,5,6
"804294270",27,10,26,16,10,14,7,7,1
"804302701",105,60,52,37,16,25,12,17,8
"804348717",620,356,189,163,132,120,144,79,83
"804349681",94,42,30,13,36,13,7,24,24
"804350564",104,116,89,69,83,11,25,13,13
"804350965",252,101,108,18,24,14,11,18,46
"804359131",228,164,140,107,70,51,54,38,30
"804359214",62,18,13,6,6,9,19,0,8
"804406106",43,26,24,21,21,11,11,6,4
"804407463",297,62,74,74,36,56,14,14,44
"804420920",87,56,10,1,10,18,22,7,2
"804422801",117,42,106,59,131,0,0,20,0
"804426174",245,85,73,55,61,64,80,79,77
"804443349",1227,758,514,442,356,284,250,206,186
"804477086",132,88,51,34,40,7,14,12,35
"804501732",358,380,125,82,42,15,36,43,23
"804514602",7024,5419,2686,2391,2095,1320,1433,982,675
"804518868",37,18,11,20,19,10,12,12,6
"804530657",40,24,23,6,9,7,10,7,1
"804535342",78,53,40,31,24,33,28,15,7
"804540664",91,18,23,11,23,14,4,17,18
"804544724",9200,5558,4895,4271,3522,3038,2611,2298,1965
"804575330",83,47,29,49,18,12,15,15,15
"804610293",71,43,32,30,21,28,19,6,11
"804615438",260,191,110,86,67,62,41,40,34
"804626976",95,18,25,2,4,2,5,6,35
"804633019",73,57,5,3,7,2,3,2,17
"804640290",70,33,20,37,25,8,6,14,18
"804653608",247,13,24,4,39,6,5,48,89
"804660264",17,57,9,9,10,11,0,6,0
"804660298",400,269,284,212,176,121,108,103,65
"804660942",47,13,19,27,24,20,19,6,7
"804661171",68,8,16,1,0,8,0,10,5
"804663342",51,25,14,11,10,11,4,6,10
"804665099",66,46,32,25,27,10,25,16,24
"804681252",26,41,29,12,13,8,22,11,13
"804682573",595,369,311,241,181,117,103,96,118
"804691434",53,25,21,30,4,7,5,13,10
"804703973",25,12,28,14,10,7,13,3,2
"804707057",94,62,46,29,11,13,19,16,7
"804707305",83,20,0,6,2,5,0,8,1
"804715373",57,24,19,26,12,18,15,10,7
"804718286",45,20,26,19,13,21,8,6,13
"804722486",31,40,11,13,11,16,11,6,13
"804727709",33,15,16,16,7,38,20,8,22
"804738938",93,47,43,33,18,22,14,26,23
"804760929",73,26,20,26,27,9,10,7,16
"804762503",29,18,11,18,20,7,7,6,2
"804763340",511,301,182,173,129,83,110,96,91
"804771470",21,23,33,0,9,0,0,22,2
"804783074",95,136,176,125,88,57,44,29,41
"804788545",1946,1233,1368,1049,769,679,564,414,399
"804791189",48,26,26,7,15,8,12,8,10
"804816858",38,17,14,15,2,9,5,8,9
"804817633",38,27,23,12,11,15,13,5,9
"804820926",124,108,95,49,53,20,29,14,23
"804845733",116,75,51,46,25,20,22,13,11
"804845910",13,5,31,20,11,10,9,3,5
"804846467",398,187,174,128,151,89,48,68,61
"804877488",60,9,26,33,16,13,19,24,11
"804883726",93,20,35,29,24,26,2,20,20
"804885754",21,132,91,538,12,9,19,95,8
"804888691",47,22,5,14,6,11,10,5,8
"804891851",397,176,138,227,76,104,67,28,62
"804895308",59,42,33,23,20,19,6,7,16
"804896389",59,76,40,16,11,24,9,18,6
"804902740",45,28,18,22,13,13,10,13,3
"804906352",83,52,18,10,5,6,2,8,14
"804914059",62,23,10,16,3,9,5,9,8
"804914265",98,108,44,22,18,22,18,9,24
"804999415",48,38,21,16,5,7,1,10,8
"805033339",99,63,24,26,21,29,16,11,13
"805040230",18,8,22,14,12,18,11,4,8
"805099413",46,37,21,16,11,15,12,5,4
"805125630",194,152,131,108,60,63,51,77,34
"805127974",105,77,62,57,25,9,9,9,32
"805168007",44,23,10,2,3,4,8,3,6
"805190626",81,36,31,31,31,25,16,15,14
"805250180",205,92,77,52,37,59,33,25,39
"805262995",45,13,13,10,23,12,7,5,7
"805265212",34,18,14,18,11,10,6,6,4
"805282175",33,25,15,1,17,1,7,7,6
"805290228",32,20,8,23,6,7,2,7,0
"805290897",61,26,35,28,19,41,16,8,11
"805297983",86,44,44,43,28,13,23,13,16
"805344616",85,45,284,43,74,32,19,14,6
"805344798",98,57,74,26,34,29,23,20,24
"805348070",2530,1537,77,8,7,354,365,3,171
"805353158",81,30,100,85,37,34,24,39,36
"805368644",136,64,69,62,52,46,31,17,14
"805376113",33,5,9,12,13,5,17,6,9
"805412665",1530,862,772,544,489,344,303,233,228
"805428414",54,54,36,29,26,16,13,12,20
"805433927",7,17,4,0,68,0,6,0,0
"805457970",32,29,3,11,12,14,11,4,4
"805473951",66,15,4,2,0,1,10,0,9
"805475659",73,12,22,26,11,15,0,19,10
"805476137",268,179,96,115,84,169,30,16,45
"805476723",20,18,24,9,29,9,0,7,7
"805476962",35,23,5,11,18,18,6,0,4
"805480741",47,34,7,13,1,4,15,8,0
"805487746",41,49,15,12,15,4,12,16,3
"805500824",35,9,8,27,14,18,23,12,8
"805544900",137,61,20,15,26,17,23,56,19
"805547031",44,11,11,4,0,14,14,2,8
"805556446",34,34,27,11,8,8,13,10,3
"805574923",94,49,40,66,21,44,29,16,19
"805583353",36,19,75,25,20,3,28,0,7
"805586005",91,35,20,35,6,106,6,43,3
"805598955",131,26,19,12,13,18,17,13,4
"805601577",41,65,31,5,6,10,8,12,3
"805604055",181,50,102,39,50,61,69,25,14
"805604196",37,22,12,4,8,6,7,3,1
"805619835",44,22,24,8,11,3,4,17,10
"805620437",294,174,197,101,105,62,31,26,56
"805622479",39,19,19,13,12,8,6,12,5
"805627481",68,40,31,8,2,3,7,31,8
"805628182",118,30,32,40,10,5,11,41,2
"805635430",100,67,63,57,53,36,35,23,14
"805638355",86,100,28,24,13,7,26,0,34
"805639536",95,56,37,37,29,31,22,16,21
"805641847",103,57,63,50,35,25,23,25,21
"805643546",200,135,63,33,39,46,41,15,47
"805648552",202,134,100,90,121,80,55,34,15
"805650389",62,38,29,17,21,8,20,11,11
"805655656",48,17,15,3,10,7,7,5,5
"805656829",64,44,15,52,15,10,27,11,11
"805661993",52,54,34,38,44,10,36,12,5
"805662173",45,21,23,22,2,8,3,4,9
"805703923",122,128,57,43,51,15,18,23,24
"805713059",56,30,27,23,24,12,12,9,7
"805713109",89,30,56,28,41,19,4,15,9
"805721268",151,50,66,26,16,61,7,9,6
"805730178",47,35,12,12,6,5,8,1,6
"805759230",62,14,14,27,11,7,18,26,11
"805759370",86,66,35,28,21,19,60,16,29
"805766529",125,50,25,22,24,11,10,12,12
"805768558",61,17,17,18,14,13,34,6,1
"805784337",54,31,16,11,16,4,4,3,24
"805803301",31,20,38,18,7,15,6,0,3
"805808953",43,9,33,28,13,5,3,3,7
"805811072",25,20,15,6,4,4,18,14,8
"805814456",96,56,39,36,29,18,17,17,18
"805817020",1068,613,483,445,395,254,240,208,194
"805824299",60,31,28,21,20,12,22,10,16
"805834827",85,72,1335,970,284,109,44,29,13
"805838232",32,11,25,11,18,10,6,4,21
"805873379",106,45,40,28,20,16,14,7,8
"805874096",62,22,20,17,21,12,8,8,10
"805875718",148,115,111,92,49,18,53,94,20
"805877771",85,113,53,75,33,37,28,3,18
"805878027",37,22,24,18,18,15,13,11,9
"805882792",58,11,117,51,0,4,0,4,12
"805886038",95,72,37,33,15,27,0,0,2
"805886665",101,44,52,20,9,11,14,12,17
"805891038",185,78,43,63,44,13,25,37,38
"805895414",30,6,4,7,12,9,5,45,1
"805896219",55,23,7,10,10,9,6,7,5
"805905189",136,90,29,79,23,59,23,11,21
"805922143",64,50,17,23,37,13,15,28,14
"805948051",0,0,0,713,0,0,0,0,0
"805960440",108,27,10,2,2,3,21,12,9
"805980752",27,9,16,23,34,12,25,8,11
"805981818",74,22,75,57,46,25,18,32,18
"805991452",30,14,25,23,14,10,9,13,9
"806003646",91,78,49,38,31,32,27,25,26
"806013074",48,35,24,15,11,10,10,7,13
"806026852",1018,1062,623,333,305,279,225,221,130
"806048153",23,19,13,14,0,4,13,11,7
"806057451",30,40,62,51,31,17,16,10,7
"806057675",34,72,16,15,18,27,0,24,1
"806059606",98,99,25,32,21,17,21,17,11
"806063111",53,27,29,23,17,8,4,2,10
"806065355",102,27,49,106,43,17,11,13,15
"806090833",125,177,110,31,51,39,10,32,15
"806110479",85,45,25,17,21,10,14,15,9
"806113916",24,17,30,24,19,3,5,0,16
"806122586",119,41,40,24,39,22,25,8,18
"806127762",159,58,141,103,71,44,59,37,29
"806134339",30,35,43,14,3,4,13,5,3
"806140450",0,0,209,0,0,0,0,0,0
"806140591",146,102,145,65,56,14,27,20,17
"806155912",49,33,11,12,17,5,10,5,9
"806164216",27,29,18,12,3,8,6,3,3
"806198990",29,25,27,17,6,8,5,2,3
"806203535",27,18,54,52,17,9,1,4,0
"806215463",76,1,9,12,3,31,16,0,12
"806225988",35,32,23,31,23,13,33,3,15
"806253402",57,35,33,22,25,15,11,12,6
"806256132",101,68,57,35,25,25,18,23,14
"806257486",79,23,0,13,2,0,0,0,0
"806264896",31,49,18,7,5,9,12,7,1
"806266594",815,514,378,268,202,247,155,156,124
"806268996",81,54,22,59,14,30,23,3,10
"806269457",367,182,114,91,37,89,54,66,57
"806276700",754,1933,979,373,286,192,148,125,109
"806279352",91,202,75,90,84,39,28,32,9
"806291741",37,29,28,22,13,6,12,9,2
"806303660",56,25,19,31,26,10,9,13,7
"806307794",44,3,14,7,13,10,0,23,2
"806337762",27,2,0,3,3,19,42,12,9
"806338278",119,12,19,10,17,14,14,26,52
"806345542",521,372,193,197,162,184,136,108,101
"806345617",3224,2054,1652,2428,900,509,505,507,428
"806345658",3080,1953,1672,1449,813,544,649,489,1229
"806347329",77,50,75,26,11,3,5,5,11
"806352022",54,15,22,10,4,5,7,5,2
"806366469",844,521,475,316,247,370,231,186,230
"806367616",5949,4475,4163,3378,2506,1805,1555,1221,1123
"806373754",144,69,71,28,29,25,39,28,38
"806375411",3195,1646,1728,1783,1221,819,942,742,595
"806381773",86,10,68,66,48,24,48,23,7
"806393591",38,8,77,46,2,0,0,0,3
"806403304",116,119,62,33,33,24,17,18,25
"806404989",19,16,17,7,13,13,5,9,4
"806414124",48,12,10,1,1,21,6,2,2
"806427998",64,19,42,34,35,21,18,13,10
"806431958",75,35,21,21,17,21,9,12,7
"806436523",40,23,8,20,22,8,12,5,9
"806457391",67,48,12,21,14,8,2,7,2
"806459723",30,22,17,9,9,7,6,9,5
"806482642",56,33,44,24,19,12,6,18,14
"806486692",165,86,36,12,51,16,81,58,65
"806499294",30,12,18,9,15,9,5,9,8
